datlifeuid,taxakingdom,taxaphylum,taxaclass,taxaorder,taxafamily,taxagenus,taxaspecies,taxainfraspecies,taxabreed,referenceid,derived_from_graph,age_mortality_pdf_id,age_mortality_id,n,n_recaptures,title,list_cohort_period,list_mortality_type,list_source_column,list_type_x,list_sex,list_liberty,population,yearstart,yearend,Comment,embargodate,page,name,column,author_ge_sp,list_stage_timezero,age_left_truncation,age_right_censoring,list_x_units
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT21.pdf,DL00166_WoolfLT21.csv,379,,Life table for White-tailed Deer at Rachelwood_PA_males 1971,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1971,1972,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT22.pdf,DL00166_WoolfLT22.csv,343,,Life table for White-tailed Deer at Rachelwood_PA_females 1971,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1971,1972,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT23.pdf,DL00166_WoolfLT23.csv,433,,Life table for White-tailed Deer at Rachelwood_PA_males 1972,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1972,1973,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT24.pdf,DL00166_WoolfLT24.csv,379,,Life table for White-tailed Deer at Rachelwood_PA_females 1972,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1972,1973,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT25.pdf,DL00166_WoolfLT25.csv,485,,Life table for White-tailed Deer at Rachelwood_PA_males 1973,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1973,1974,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT26.pdf,DL00166_WoolfLT26.csv,452,,Life table for White-tailed Deer at Rachelwood_PA_females 1973,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1973,1974,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT27.pdf,DL00166_WoolfLT27.csv,475,,Life table for White-tailed Deer at Rachelwood_PA_males 1974,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1974,1975,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT28.pdf,DL00166_WoolfLT28.csv,500,,Life table for White-tailed Deer at Rachelwood_PA_females 1974,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1974,1975,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT29.pdf,DL00166_WoolfLT29.csv,362,,Life table for White-tailed Deer at Rachelwood_PA_males 1975,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1975,1976,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT30.pdf,DL00166_WoolfLT30.csv,375,,Life table for White-tailed Deer at Rachelwood_PA_females 1975,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1975,1976,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT31.pdf,DL00166_WoolfLT31.csv,220,,Life table for White-tailed Deer at Rachelwood_PA_males 1976,period,ages at death,dx_real,age from stage,male,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1976,1977,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,,DL00166_Woolf,0,DL00166_WoolfLT32.pdf,DL00166_WoolfLT32.csv,246,,Life table for White-tailed Deer at Rachelwood_PA_females 1976,period,ages at death,dx_real,age from stage,female,wild,Rachelwood Wildlife Preserve_New Florence_Pennsylvania,1976,1977,Minimum populations_based on known harvest_lifetrapping  and natural mortality,,,,,Odocoileus virginianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT01.pdf,DL00167_TaberLT01.csv,33,,Classification of male deer found dead Chaparral,period,ages at death,dx_real,age from stage,male,wild,Chaparral_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT02.pdf,DL00167_TaberLT02.csv,35,,Classification of female deer found dead Chaparral,period,ages at death,dx_real,age from stage,female,wild,Chaparral_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT03.pdf,DL00167_TaberLT03.csv,22,,Classification of male deer found dead Wildfire burn,period,ages at death,dx_real,age from stage,male,wild,wildfire burn_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT04.pdf,DL00167_TaberLT04.csv,18,,Classification of female deer found dead Wildfire burn,period,ages at death,dx_real,age from stage,female,wild,wildfire burn_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT05.pdf,DL00167_TaberLT05.csv,23,,Classification of male deer found dead Shrubland,period,ages at death,dx_real,age from stage,male,wild,Shrubland_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1940,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,columbianus,,DL00167_Taber,0,DL00167_TaberLT06.pdf,DL00167_TaberLT06.csv,27,,Classification of female deer found dead Shrubland,period,ages at death,dx_real,age from stage,female,wild,Shrubland_Lake County_California,1948,1955,truncated at age less than 4 months ( unsexes individuals found ),,,,,Odocoileus virginianus columbianus,birth/hatch,,,
1272,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,,DL00169_Caughley,,DL00169_CaughleyLT01.pdf,DL00169_CaughleyLT01.csv,125,,Life table for female Himalayan tahr for Rangitata population,period,hunting bag,cap_Lx_real,age from stage,female,wild,New Zealand_Rangitata Valley,1964,1966,youngest age-classes estimated_only lx reported,,,,,Hemitragus jemlahicus,birth/hatch,,,
1272,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,,DL00169_Caughley,,DL00169_CaughleyLT02.pdf,DL00169_CaughleyLT02.csv,623,,Life table for female Himalayan tahr for Godley population,period,hunting bag,cap_Lx_real,age from stage,female,wild,New Zealand_Godley Valley,1963,1964,youngest age-classes estimated_only lx reported,,,,,Hemitragus jemlahicus,birth/hatch,,,
1272,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,,DL00169_Caughley,,DL00169_CaughleyLT03.pdf,DL00169_CaughleyLT03.csv,67,,Life table for female Himalayan tahr for Dobson population,period,hunting bag,cap_Lx_real,age from stage,female,wild,New Zealand_Dobson Valley,1964,1964,youngest age-classes estimated_only lx reported,,,,,Hemitragus jemlahicus,birth/hatch,,,
1272,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,,,DL00169_Caughley,,DL00169_CaughleyLT04.pdf,DL00169_CaughleyLT04.csv,24,,Life table for female Himalayan tahr for Hooker population,period,hunting bag,cap_Lx_real,age from stage,female,wild,New Zealand_Hooker Valley,1965,1965,youngest age-classes estimated_only lx reported,,,,,Hemitragus jemlahicus,birth/hatch,,,
2002,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,,,DL00170_Hickey,,DL00170_HickeyLT01.pdf,DL00170_HickeyLT01.csv,83113,,Life table for Domestic Sheep,period,age-specific mortality,NxDx,age,female,wild,New Zealand,1954,1959,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Ovis aries,birth/hatch,,,
2004,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,,,DL00175_Woodgerd,0,DL00175_WoodgerdLT01.pdf,DL00175_WoodgerdLT01.csv,17,,Life table for bighorn rams at Wildhorse Island; M,period,ages at death,dx_real,age,male,wild,Wildhorse Island_Montana,1959,1962,,,,,,Ovis canadensis,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT01.pdf,DL00176_MurieLT01.csv,464,,Life table for dall sheep dying prior to 1937 with both sexes combined.,period,ages at death,dx_real,age,both,wild,McKinley_Alaska,,1937,,,,,,Ovis dalli,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT02.pdf,DL00176_MurieLT02.csv,131,,Life table for female dall sheep dying prior to 1937,period,ages at death,dx_real,age,female,wild,McKinley_Alaska,,1937,,,,,,Ovis dalli,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT03.pdf,DL00176_MurieLT03.csv,212,,Life table for male dall sheep dying prior to 1937,period,ages at death,dx_real,age,male,wild,McKinley_Alaska,,1937,,,,,,Ovis dalli,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT04.pdf,DL00176_MurieLT04.csv,191,,Life table for dall sheep dying between 1937 and 1941 with both sexes combined,period,ages at death,dx_real,age,both,wild,McKinley_Alaska,1937,1941,,,,,,Ovis dalli,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT05.pdf,DL00176_MurieLT05.csv,64,,Life table for female dall sheep dying between 1937 and 1941,period,ages at death,dx_real,age,female,wild,McKinley_Alaska,1937,1941,,,,,,Ovis dalli,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00176_Murie,0,DL00176_MurieLT06.pdf,DL00176_MurieLT06.csv,90,,Life table for male dall sheep dying between 1937 and 1941,period,ages at death,dx_real,age,male,wild,McKinley_Alaska,1937,1941,,,,,,Ovis dalli,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00179_Nishida,,DL00179_NishidaLT01.pdf,DL00179_NishidaLT01.csv,125,,Chimpanzee female in risk years and deaths Mahale,period,risk years and deaths,NxDx,age,female,wild,Mahale Mountains_Tanzania,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00179_Nishida,,DL00179_NishidaLT02.pdf,DL00179_NishidaLT02.csv,92,,Chimpanzee male in risk years and deaths Mahale,period,risk years and deaths,NxDx,age,male,wild,Mahale Mountains_Tanzania,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT01.pdf,DL00180_HillLT01.csv,50,,Chimpanzee female in risk years and deaths Gombe,period,risk years and deaths,NxDx,age,female,wild,Gombe_Tanzania,1963,1998,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT02.pdf,DL00180_HillLT02.csv,33,,Chimpanzee female in risk years and deaths Tai,period,risk years and deaths,NxDx,age,female,wild,Tai_Cote d«Ivoire,1982,1994,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT03.pdf,DL00180_HillLT03.csv,10,,Chimpanzee female in risk years and deaths Kibale,period,risk years and deaths,NxDx,age,female,wild,Kibale_Uganda,1987,2000,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT04.pdf,DL00180_HillLT04.csv,60,,Chimpanzee male in risk years and deaths Gombe,period,risk years and deaths,NxDx,age,male,wild,Gombe_Tanzania,1963,1998,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT05.pdf,DL00180_HillLT05.csv,27,,Chimpanzee male in risk years and deaths Tai,period,risk years and deaths,NxDx,age,male,wild,Tai_Cote d«Ivoire,1982,1994,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT06.pdf,DL00180_HillLT06.csv,10,,Chimpanzee male in risk years and deaths Kibale,period,risk years and deaths,NxDx,age,male,wild,Kibale_Uganda,1987,2000,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT07.pdf,DL00180_HillLT07.csv,149,,Chimpanzee female in risk years and deaths synthetic cohort,period,risk years and deaths,NxDx,age,female,wild,combination,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00180_Hill,,DL00180_HillLT08.pdf,DL00180_HillLT08.csv,157,,Chimpanzee male in risk years and deaths synthetic cohort,period,risk years and deaths,NxDx,age,male,wild,combination,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00181_Sugiyama,,DL00181_SugiyamaLT01.pdf,DL00181_SugiyamaLT01.csv,85,,Chimpanzee female in risk years and deaths Bossou,period,risk years and deaths,NxDx,age,female,wild,Bossou_Guinea,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00181_Sugiyama,,DL00181_SugiyamaLT02.pdf,DL00181_SugiyamaLT02.csv,85,,Chimpanzee male in risk years and deaths Bossou,period,risk years and deaths,NxDx,age,male,wild,Bossou_Guinea,,,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00183_Courtenay,,DL00183_CourtenayLT01.pdf,DL00183_CourtenayLT01.csv,74,,Chimpanzee males and females in risk years and deaths Gombe,period,risk years and deaths,NxDx,age,both,wild,Gombe_Tanzania,1964,1985,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00183_Courtenay,,DL00183_CourtenayLT02.pdf,DL00183_CourtenayLT02.csv,65,,Chimpanzee males and females in risk years and deaths Zoos,period,risk years and deaths,NxDx,age,both,captive,Zoos: Taronga Zoo_Melbourne Zoo,1935,1985,qx in published lifetable is actually mx_mx recalculated by mx = ((Nx+(Nx+1))/2)/Dx,,,,,Pan troglodytes,birth/hatch,,,
2034,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis,,,DL00185_Packer,,DL00185_PackerLT01.pdf,DL00185_PackerLT01.csv,290,,Mean mortality rates of female Olive baboons at Gombe National Park_Tanzania,cohort,"age, follow-up",mx,age,female,wild, Gombe National Park_Tanzania,1967,1998,,,,,,,birth/hatch,,,
2024,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,leo,,,DL00185_Packer,,DL00185_PackerLT04.pdf,DL00185_PackerLT04.csv,2643,,Age-specific mortality in Serengeti_Ngorongoro female lions mean,cohort,"age, follow-up",mx,age,female,wild,Serengeti_Ngorongoro_Tanzania,1962,1998,,,,,,,birth/hatch,,,
2034,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis,,,DL00187_Bronikowski,,DL00187_BronikowskiLT01.pdf,DL00187_BronikowskiLT01.csv,399,,Age-specific mortaity rate for wild female olive baboons in Gombe National Park_Tanzania,cohort,"age, follow-up",NxDx,age,female,captive,wild Gombe National Park_Tanzania,1969,2000,,,,,,Papio hamadryas anubis,birth/hatch,,,
2034,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis,,,DL00187_Bronikowski,,DL00187_BronikowskiLT02.pdf,DL00187_BronikowskiLT02.csv,2559,,Age-specific mortaity rate for captive male hybrid baboons in Southwest Foundation for Biomedical Research_Texas_US,cohort,"age, follow-up",NxDx,age,female,captive,Southwest Foundation for Biomedical Research_Texas,1964,2000,,,,,,Papio hamadryas hybrid,birth/hatch,,,
2034,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis,,,DL00187_Bronikowski,,DL00187_BronikowskiLT03.pdf,DL00187_BronikowskiLT03.csv,3801,,Age-specific mortaity rate for captive female hybrid baboons in Southwest Foundation for Biomedical Research_Texas_US,cohort,"age, follow-up",NxDx,age,female,captive,Southwest Foundation for Biomedical Research_Texas,1964,2000,,,,,,Papio hamadryas hybrid,birth/hatch,,,
2034,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis,,,DL00187_Bronikowski,,DL00187_BronikowskiLT04.pdf,DL00187_BronikowskiLT04.csv,274,,Age-specific mortaity rate for wild female yellow baboons in Amboseli National Park_Kenya,cohort,"age, follow-up",NxDx,age,female,wild,wild Amboseli National Park_Kenya,1971,1999,,,,,,Papio hamadryas cynocephalus,birth/hatch,,,
2104,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,leucopus,,,DL00189_Schug,,DL00189_SchugLT01.pdf,DL00189_SchugLT01.csv,274,,Survival of White-footed Mice_North-western Ohio_1982-88_Spring-born,cohort,hunting bag,cap_Lx_real,age,both,wild,Ohio_US,1982,1988,truncated at age = 26 day for young mice_at age = 48 days for subadult mice,,,,,Peromyscus leucopus,birth/hatch,,,
2104,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,leucopus,,,DL00189_Schug,,DL00189_SchugLT02.pdf,DL00189_SchugLT02.csv,224,,Survival of White-footed Mice_North-western Ohio_1982-88_Autumn-born,cohort,hunting bag,cap_Lx_real,age,both,wild,Ohio_US,1982,1988,truncated at age = 26 day for young mice_at age = 48 days for subadult mice,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00190_Howard,,DL00190_HowardLT01.pdf,DL00190_HowardLT01.csv,322,,Local survival of prairie deermice of both sexes in George Reserve_Southern Michigan_USA,cohort,"age, follow-up",lx_real,age,both,wild,George Reserve_Southern Michigan_USA,1940,1942,table 3_local survival only ,,,,,Peromyscus maniculatus bairdii  (Hoy and Kennicott),birth/hatch,,,
2114,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,,DL00191_Boshe,,DL00191_BosheLT01.pdf,DL00191_BosheLT01.csv,102,,Life table for Eastern Selous warthog animals shot,period,hunting bag,cap_Lx_real,age from stage,both,wild,Selous Game Reserve_Tanzania,,,shot randomly,,,,,Phacochoerus aethiopicus,birth/hatch,,,
2114,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,,DL00191_Boshe,0,DL00191_BosheLT02.pdf,DL00191_BosheLT02.csv,186,,Life table for Eastern Selous warthog skulls collected,period,ages at death,dx_real,age from stage,both,wild,Selous Game Reserve_Tanzania,,,skulls collected,,,,,Phacochoerus aethiopicus,birth/hatch,,,
2156,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ruber,roseus,,DL00193_Tavecchia,,DL00193_TavecchiaLT02.pdf,DL00193_TavecchiaLT02.csv,1017,,Mean local survival probability of male Caribbean Flamingo,period,"age, follow-up",px,age,male,wild,Camargue_Southern France,1983,1986,,,,,,Phoenicopterus ruber roseus,birth/hatch,,,
2156,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ruber,roseus,,DL00193_Tavecchia,,DL00193_TavecchiaLT05.pdf,DL00193_TavecchiaLT05.csv,983,,Mean local survival probability of female Caribbean Flamingo,period,"age, follow-up",px,age,female,wild,Camargue_Southern France,1983,1986,,,,,,Phoenicopterus ruber roseus,birth/hatch,,,
6001,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,abelii,,,DL00216_Wich,,DL00216_WichLT01.pdf,DL00216_WichLT01.csv,24,,Sumatran Orang-Utan males in risk years and deaths 3 cohorts,cohort,risk years and deaths,NxDx,age from stage,female,wild,Sumatra,1971,2002,3 cohorts: observed births_animals born in the study period_and animals entering at some age,,,,,Pongo abelii,birth/hatch,,,
6001,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,abelii,,,DL00216_Wich,,DL00216_WichLT02.pdf,DL00216_WichLT02.csv,25,,Sumatran Orang-Utan females in risk years and deaths 3 cohorts,cohort,risk years and deaths,NxDx,age from stage,male,wild,Sumatra,1971,2002,3 cohorts: observed births_animals born in the study period_and animals entering at some age,,,,,Pongo abelii,birth/hatch,,,
2411,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,groenlandicus,,DL00217_Banfield,0,DL00217_BanfieldLT01.pdf,DL00217_BanfieldLT01.csv,197,,Provisional life table for the barren ground caribou,period,ages at death,dx_real,age from stage,unknown,wild,Manitoba_Saskatchewan_Mackenzie and Keewatin Districts of Northwest Territories_Canada,1948,1949,,,,,,Rangifer articus articus (Richardson),birth/hatch,,,
994,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,nereis,,DL00219_Tinker,,DL00219_TinkerLT01.pdf,DL00219_TinkerLT01.csv,50,,Age-specific mean annual survival for southern Californian male Sea Otter,cohort,"age structure, population growth",px,age from stage,male,wild,Southern California,1983,2003,Sophisticated demographic approach using modelling_integrating population growth and age structure data,,,,,Enhydra lutris nereis,birth/hatch,,,
994,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,nereis,,DL00219_Tinker,,DL00219_TinkerLT04.pdf,DL00219_TinkerLT04.csv,55,,Age-specific mean annual survival for southern Californian female Sea Otter,cohort,"age structure, population growth",px,age from stage,female,wild,Southern California,1983,2003,Sophisticated demographic approach using modelling_integrating population growth and age structure data,,,,,Enhydra lutris nereis,birth/hatch,,,
2452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,,,DL00220_Coulson,,DL00220_CoulsonLT01.pdf,DL00220_CoulsonLT01.csv,305,,Mean age-specific annual survival rates of breeding male kittiwakes,period,"age, follow-up",px,age from stage,male,wild,North Shields_county of Tyne and Wear_UK,1954,1974,Mark-recapture study; local survival only,,,,,Rissa tridactyla,birth/hatch,,,
2452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,,,DL00220_Coulson,,DL00220_CoulsonLT04.pdf,DL00220_CoulsonLT04.csv,287,,Mean age-specific annual survival rates of breeding female kittiwakes,period,"age, follow-up",px,age from stage,female,wild,North Shields_county of Tyne and Wear_UK,1954,1974,Mark-recapture study; local survival only,,,,,Rissa tridactyla,birth/hatch,,,
2452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,,,DL00220_Coulson,,DL00220_CoulsonLT07.pdf,DL00220_CoulsonLT07.csv,148,,Annual survival rate of male kittiwakes in 1954-64,period,"age, follow-up",px,age from stage,male,wild,North Shields_county of Tyne and Wear_UK,1954,1964,Mark-recapture study; local survival only,,,,,Rissa tridactyla,birth/hatch,,,
2452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,,,DL00220_Coulson,,DL00220_CoulsonLT08.pdf,DL00220_CoulsonLT08.csv,80,,Annual survival rate of male kittiwakes in 1964-69,period,"age, follow-up",px,age from stage,male,wild,North Shields_county of Tyne and Wear_UK,1964,1969,Mark-recapture study; local survival only,,,,,Rissa tridactyla,birth/hatch,,,
